channel,q2_min,q2_max,q2,w_min,w_max,w,beam_energy,sigma_U,sigma_U_err,F_2,F_2_err,d2sigma_dOmega_pi_dE_f,d2sigma_dOmega_pi_dE_f_err,d2sigma_dWdQ2,d2sigma_dWdQ2_err
pi+ n,3.79,4.52,4.155,1.12,1.14,1.13,7.483,3.924135689049223,0.9275206840319749,0.007417993470614884,0.0017533395690699156,0.0004156657748369834,9.824803073995936e-05,4.155594768465869e-05,9.822290582263326e-06
pi0 p,0.35,0.45,0.4,1.22,1.22,1.22,1.643,253.49962254521094,10.605534082267226,0.23055615758493522,0.009645660070785765,0.30597304796831165,0.012800837949588568,0.6879312867849349,0.02878062947393295
pi0 p,0.45,0.6,0.525,1.16,1.16,1.16,1.643,79.63103598159864,4.758923856188857,0.061086054553247185,0.0036506354427070196,0.049412887903972684,0.0029530216221692884,0.1047347611499607,0.0062591770565934525
pi0 p,0.45,0.6,0.525,1.18,1.18,1.18,1.643,129.51755440041808,6.147288709730214,0.11096681944245157,0.005266815602496056,0.08257503335101397,0.0039192569113445635,0.18211469080176865,0.008643705386689323
pi0 p,0.35,0.45,0.4,1.12,1.12,1.12,1.644,34.71253793738646,3.935758173382423,0.017909214375245817,0.002030572843258337,0.03714132568601574,0.004211137670275485,0.06879499598587127,0.0078000769701021076
pi0 p,0.35,0.45,0.4,1.18,1.18,1.18,1.644,173.21311210599674,7.971045725477143,0.12957355415333915,0.005962809122307189,0.20528175315727767,0.009446803542340615,0.42604376223366064,0.019605988649061684
pi0 p,0.35,0.45,0.4,1.3,1.3,1.3,1.644,78.08601328093378,5.3484679423319985,0.0964325232176232,0.006605104260759823,0.09057821542535592,0.006204115962908902,0.239969110871307,0.01643658118423216
pi0 p,0.35,0.45,0.4,1.34,1.34,1.34,1.644,42.80423760427278,3.93571414185459,0.05969447234611941,0.005488717756760555,0.04710967338085315,0.004331585331744504,0.13632424039037572,0.012534582340707989
pi0 p,0.35,0.45,0.4,1.4,1.4,1.4,1.644,25.74536436253897,3.5849680489260987,0.04186876839372265,0.005830105755185363,0.0253486646423997,0.0035297287521854964,0.08448559985312307,0.011764377143891091
pi0 p,0.35,0.45,0.4,1.44,1.44,1.44,1.644,19.938576448535045,2.888250262763489,0.03538226393475938,0.00512538261547977,0.01787327666971087,0.0025890763150009056,0.06593852985096477,0.009551683725258124
pi0 p,0.35,0.45,0.4,1.64,1.64,1.64,1.644,14.352353471554354,2.439373838451556,0.03513319446879084,0.005971354845618757,0.006344988055461585,0.0010784153204181335,0.045410524927366046,0.00771812418902001
pi0 p,0.45,0.6,0.525,1.32,1.32,1.32,1.644,47.605558789495284,3.7552885763257846,0.07225555441603078,0.005699764165660437,0.029944380221299152,0.002362114673780782,0.08896806451634226,0.007018103869201062
pi0 p,0.45,0.6,0.525,1.4,1.4,1.4,1.644,22.688337099998506,3.062556489848669,0.043101606237981704,0.0058180158080885285,0.012599995493211467,0.001700794456628613,0.04554100193985722,0.006147294551839576
pi0 p,0.6,0.7,0.65,1.12,1.12,1.12,1.644,17.422889582505256,3.907400956911459,0.011635778581744588,0.0026095357001155433,0.005896214639477218,0.0013223337389213856,0.012246023524949905,0.0027463942656100492
pi0 p,0.6,0.7,0.65,1.14,1.14,1.14,1.644,36.11579312796541,4.94329107015747,0.02748678424244353,0.0037622093639639457,0.012868313351798251,0.00176132968351389,0.027813836369019615,0.0038069740975266624
pi0 p,0.6,0.7,0.65,1.16,1.16,1.16,1.644,65.20469171986693,6.205870712968108,0.055891855170026025,0.005319519469293605,0.02417228154066132,0.0023006021518096344,0.054404578005176556,0.005177967541725893
pi0 p,0.6,0.7,0.65,1.28,1.28,1.28,1.644,71.8177945211559,6.2108134408310045,0.10613572750487554,0.009178633336414636,0.02830064295303281,0.002447443768063325,0.08255736718581154,0.007139573265595265
pi0 p,0.6,0.7,0.65,1.3,1.3,1.3,1.644,50.00178973646498,5.08144659374679,0.07931227408682497,0.008060133189730527,0.019465201572155012,0.0019781568369199457,0.05950106958898978,0.006046813703685609
pi0 p,0.7,0.8,0.75,1.12,1.12,1.12,1.644,17.206446415043533,4.986374463045673,0.01243981463904558,0.00360501945287938,0.004042235823437444,0.0011714273242367152,0.008823563977430228,0.0025570412988727793
pi0 p,0.7,0.8,0.75,1.18,1.18,1.18,1.644,83.73338421732394,8.095785045655704,0.08622316794715645,0.008336510463304888,0.022265472137251323,0.002152743234351789,0.055081975363951305,0.005325615781625033
pi0 p,0.7,0.8,0.75,1.34,1.34,1.34,1.644,25.731786399090154,4.709847093210506,0.04999527484417531,0.009150942583116786,0.006760898225134122,0.0012374887759159206,0.024387398677400217,0.004463775541669369
pi0 p,0.8,1.0,0.9,1.16,1.16,1.16,1.644,41.40607179379264,4.72542064124672,0.04221294924147543,0.0048175046081882136,0.006568221479436636,0.0007495907728166314,0.01693208129065319,0.0019323544341174332
pi0 p,0.8,1.0,0.9,1.32,1.32,1.32,1.644,24.431550314807716,6.135526499384348,0.048832135984884284,0.012263276807907127,0.004050968787984532,0.001017324976376703,0.015447451209140638,0.0038793381926395818
pi0 p,0.35,0.45,0.4,1.1,1.1,1.1,1.645,14.677200435120849,3.445498136932114,0.006501662277706322,0.0015262764424198237,0.014807359301785767,0.0034760531555531075,0.026392284439792673,0.006195634328811927
pi0 p,0.35,0.45,0.4,1.28,1.28,1.28,1.645,105.65913111659006,6.265155074104089,0.12192995376999118,0.007229948424470735,0.1251207336291805,0.007419148642321195,0.3171412694148011,0.018805182403870573
pi0 p,0.35,0.45,0.4,1.36,1.36,1.36,1.645,36.45171734722846,3.818531231959685,0.05369054497014692,0.005624399555074193,0.038887439602441655,0.0040736874270797495,0.11760486881912029,0.012319799924336825
pi0 p,0.35,0.45,0.4,1.42,1.42,1.42,1.645,21.521449057490344,3.1925469772600565,0.03660760471332721,0.005430466018345904,0.02029695822671295,0.003010902865377151,0.07098408419640576,0.01052996119496589
pi0 p,0.35,0.45,0.4,1.48,1.48,1.48,1.645,27.9042919668271,3.376328404135267,0.053510699894166396,0.0064746203269595215,0.02248590989526369,0.0027207218288304645,0.09232019508859321,0.01117044278792246
pi0 p,0.35,0.45,0.4,1.52,1.52,1.52,1.645,27.571471641105802,3.3681640196282734,0.05668568897919842,0.006924791702555549,0.019636916749733807,0.0023988692846660296,0.09070773667374456,0.011080965823780348
pi0 p,0.35,0.45,0.4,1.58,1.58,1.58,1.645,14.470571603108938,2.292435524643684,0.03263760187251166,0.005170465965259333,0.008309924709391162,0.001316462620372912,0.04683126557422996,0.007419033595281214
pi0 p,0.35,0.45,0.4,1.6,1.6,1.6,1.645,14.425213288376412,2.3936783770923356,0.03346910309616732,0.00555376664319581,0.007640816838764991,0.0012678951558388579,0.046358847159692254,0.0076926536762198195
pi0 p,0.35,0.45,0.4,1.62,1.62,1.62,1.645,12.46953416240492,2.003413985584073,0.029729952094639262,0.004776553882559601,0.006060484409494568,0.0009737059193439802,0.039773116045173605,0.006390135822025876
pi0 p,0.35,0.45,0.4,1.66,1.66,1.66,1.645,15.28753020630435,2.802761770047589,0.03838066783530028,0.007036576024118908,0.006142026526411296,0.0011260574407071136,0.047979994133447654,0.0087964825887231
pi0 p,0.35,0.45,0.4,1.68,1.68,1.68,1.645,15.518110540707228,2.985622280318747,0.03993073729190964,0.007682513835401949,0.0056062211330469335,0.001078614479469735,0.04829692323051716,0.00929213448310083
pi0 p,0.45,0.6,0.525,1.1,1.1,1.1,1.645,13.004880400132546,2.883742290654078,0.00666812393714295,0.0014786103682019186,0.006964310056180113,0.0015442875917589661,0.013108113326403163,0.0029066334781248614
pi0 p,0.45,0.6,0.525,1.28,1.28,1.28,1.645,85.90042341384364,4.835968696775946,0.11389074796534958,0.006411750607553668,0.056016273103390614,0.00315356935940775,0.15182230640938155,0.008547197930921617
pi0 p,0.45,0.6,0.525,1.34,1.34,1.34,1.645,37.717622106992465,3.3386720049704204,0.060864338114071014,0.005387562905903092,0.023194660245956258,0.0020531348081356915,0.07209466628421464,0.006381644191354493
pi0 p,0.45,0.6,0.525,1.36,1.36,1.36,1.645,29.04254753389045,2.954798624014211,0.04964505693567413,0.005050904909476678,0.0173495059679924,0.001765144614181271,0.056587071150413774,0.005757187787232617
pi0 p,0.45,0.6,0.525,1.42,1.42,1.42,1.645,21.216035986078953,3.038436138592393,0.04230465641737,0.006058624569340569,0.011323742965745773,0.0016217199986759733,0.04307405564211639,0.006168813410036745
pi0 p,0.45,0.6,0.525,1.46,1.46,1.46,1.645,21.596470290058065,2.78760856858562,0.047101825517563894,0.0060797644543437515,0.010475112687948412,0.0013520965923430272,0.04456930346810811,0.005752873991671947
pi0 p,0.45,0.6,0.525,1.48,1.48,1.48,1.645,24.639900739593795,3.028870259642462,0.05602185386653174,0.006886510171435512,0.011323083331645594,0.0013918948259220958,0.0511310847195565,0.006285310297596472
pi0 p,0.45,0.6,0.525,1.5,1.5,1.5,1.645,28.34498201790207,3.153358835596268,0.06705568413579625,0.0074598965669838155,0.012289082677499858,0.0013671515973441924,0.059054652827911475,0.006569787596279017
pi0 p,0.45,0.6,0.525,1.52,1.52,1.52,1.645,24.061112558652333,3.0354350624783066,0.05912468686232162,0.007458888159159738,0.009798856425403,0.0012361769346016086,0.050262103596957125,0.00634082697548654
pi0 p,0.45,0.6,0.525,1.54,1.54,1.54,1.645,19.42914206701423,2.509632768043442,0.049513421074813296,0.0063955733896375756,0.007398245956324664,0.0009556201922862635,0.040645486275297175,0.0052501157219249995
pi0 p,0.45,0.6,0.525,1.56,1.56,1.56,1.645,14.194413042487785,2.2112527199663634,0.03746187647766746,0.005835935308373099,0.005028863415121851,0.0007834130141022417,0.0297073616211874,0.004627911276869659
pi0 p,0.45,0.6,0.525,1.58,1.58,1.58,1.645,11.89354828211046,2.2073483578156123,0.0324662546165753,0.006025479706515682,0.0038995936861003617,0.0007237337012461645,0.024880783954086327,0.004617676432593762
pi0 p,0.45,0.6,0.525,1.6,1.6,1.6,1.645,10.912887568921793,2.2827686709384376,0.030775824591325288,0.006437717584431716,0.0032918419057871495,0.0006885907625048159,0.022802206464174427,0.0047697882174580234
pi0 p,0.45,0.6,0.525,1.62,1.62,1.62,1.645,9.567180072571297,2.524017751024143,0.027845455773926074,0.007346200669959572,0.0026374930583926474,0.000695824605274397,0.019954549414645757,0.005264418204132112
pi0 p,0.45,0.6,0.525,1.64,1.64,1.64,1.645,11.159037636515862,3.8293789395684112,0.03348845491890458,0.01149202898693504,0.0027902108545424043,0.0009574996546634037,0.023221840655805796,0.00796889753775586
pi0 p,0.45,0.6,0.525,1.66,1.66,1.66,1.645,11.419858941802191,5.222607339539519,0.03530754113413444,0.016147084163468998,0.002566877442445674,0.0011739018002703638,0.023702062478495916,0.010839587957544597
pi0 p,0.6,0.7,0.65,1.1,1.1,1.1,1.645,5.910447905201772,9.17295988501571,0.003414971830590833,0.0053000043504146215,0.0018759671641261735,0.0029114834980596307,0.0037403650337286543,0.005805011559193684
pi0 p,0.6,0.7,0.65,1.18,1.18,1.18,1.645,97.47815995285934,7.363925589728975,0.09317320045901425,0.007038710163065162,0.037279780699169734,0.0028162773199951817,0.08729119208629676,0.006594357581976214
pi0 p,0.6,0.7,0.65,1.24,1.24,1.24,1.645,131.48400290600608,8.501564176637242,0.166244091785715,0.010749100910118917,0.05229119335192169,0.003381072421959265,0.1391641704827192,0.008998152629206878
pi0 p,0.6,0.7,0.65,1.32,1.32,1.32,1.645,37.32700275963042,5.012756424749561,0.06327965922249675,0.008498017383452893,0.014308268265661282,0.001921500746727622,0.04580715551661534,0.006151581861369075
pi0 p,0.6,0.7,0.65,1.34,1.34,1.34,1.645,30.601675985569912,4.741003435190994,0.05523780708131439,0.008557787267874433,0.011472290966559301,0.0017773592174368394,0.03858794130494484,0.005978285711212653
pi0 p,0.6,0.7,0.65,1.36,1.36,1.36,1.645,25.785187191015872,4.185961311170838,0.049387223765455984,0.008017510457335989,0.009409527019301697,0.0015275404350346224,0.03330393403650779,0.005406552931102258
pi0 p,0.6,0.7,0.65,1.38,1.38,1.38,1.645,21.749000896575158,4.155008849618578,0.044063150285764,0.008417985738749639,0.007690321204150232,0.0014691871507847218,0.028690541323711894,0.00548114617619711
pi0 p,0.6,0.7,0.65,1.4,1.4,1.4,1.645,19.11995908441854,3.8516219717062437,0.04085786290477213,0.008230616069112138,0.006521628578535143,0.0013137500877218645,0.025694215779326613,0.005175973735323779
pi0 p,0.6,0.7,0.65,1.42,1.42,1.42,1.645,18.639289125233994,4.567003553058814,0.04190258836734363,0.010266983288377789,0.006105733850189411,0.0014960285234320303,0.025457162199168926,0.006237520617511183
pi0 p,0.6,0.7,0.65,1.46,1.46,1.46,1.645,19.021049181312915,4.194819114830277,0.04699941171107791,0.010365044995788143,0.005670368837072637,0.00125051837883153,0.026669714583127432,0.005881622378132597
pi0 p,0.6,0.7,0.65,1.48,1.48,1.48,1.645,19.092759175223758,4.746138792829042,0.04930878562810224,0.01225733473873791,0.005392541391273854,0.0013404950879113147,0.027052015796877892,0.006724676115142038
pi0 p,0.6,0.7,0.65,1.5,1.5,1.5,1.645,22.90232982519043,5.826749521198326,0.061709694350912975,0.015700015446331886,0.006099012970844341,0.0015516945733862317,0.03274123069444508,0.00832993637452846
pi0 p,0.6,0.7,0.65,1.52,1.52,1.52,1.645,16.564380274873464,5.3138166148880295,0.04648982816900838,0.014913834218265278,0.004138063758615792,0.001327481716134809,0.023860861599179623,0.007654511711711654
pi0 p,0.6,0.7,0.65,1.54,1.54,1.54,1.645,15.13207163543411,8.873361503791685,0.04417190220878319,0.025902154447303028,0.003526836812238037,0.0020681172250458083,0.02193741954897129,0.012863979156862127
pi0 p,0.7,0.8,0.75,1.1,1.1,1.1,1.645,9.251468860441445,4.373388232161927,0.00580031088460677,0.0027419441980815976,0.0020365157863471736,0.000962709198828535,0.004262761566556381,0.0020151082550150055
pi0 p,0.7,0.8,0.75,1.14,1.14,1.14,1.645,24.62764852824479,4.460053058564477,0.020250543796169113,0.0036673618958023573,0.006107999103678468,0.0011061551431849905,0.0138690407207407,0.002511675339809771
pi0 p,0.7,0.8,0.75,1.16,1.16,1.16,1.645,49.49265694783891,6.366564718484764,0.04576111507466415,0.005886552039829403,0.0127855037503383,0.001644683112703909,0.030266562364465902,0.003893386210857717
pi0 p,0.7,0.8,0.75,1.2,1.2,1.2,1.645,124.64778419445918,9.65706929825833,0.14177074571022066,0.010983668298936513,0.03393350294198742,0.0026289932994893322,0.08751312859161009,0.006780067153044011
pi0 p,0.7,0.8,0.75,1.22,1.22,1.22,1.645,135.6697415771283,9.978610201194984,0.16922179419446107,0.012446388577023997,0.03745246455662179,0.0027546565692552587,0.10094728668553976,0.007424747869300123
pi0 p,0.7,0.8,0.75,1.24,1.24,1.24,1.645,111.82065510666673,8.80883169896007,0.15199732325892637,0.011973806073690987,0.0310813427719188,0.002448477136843374,0.08764241385954392,0.006904156236992924
pi0 p,0.7,0.8,0.75,1.26,1.26,1.26,1.645,81.13483470346307,7.481999192286858,0.11952097650655345,0.01102184842000054,0.022561052008694817,0.0020805092353135893,0.06662652260142682,0.0061440882958683106
pi0 p,0.7,0.8,0.75,1.3,1.3,1.3,1.645,46.74124381863967,5.987148718098556,0.07971441740408164,0.010210726822474847,0.012781654494716552,0.0016372192965199534,0.041555807860141486,0.005322939259484964
pi0 p,0.7,0.8,0.75,1.36,1.36,1.36,1.645,22.899263630760526,4.528498452765048,0.047243783399133384,0.009342806977354193,0.005871975915253109,0.001161226591198216,0.022302797762649776,0.00441054292352094
pi0 p,0.7,0.8,0.75,1.4,1.4,1.4,1.645,13.651049460308199,3.108569024173986,0.0314823899107535,0.00716905922640518,0.0032736271077509205,0.0007454588640557924,0.013923438275131664,0.0031705964481279956
pi0 p,0.7,0.8,0.75,1.42,1.42,1.42,1.645,15.617611063231722,5.199246817729537,0.0379342947214622,0.012628676710851855,0.0035962575868054123,0.0011972273312628287,0.016242808459420294,0.005407380799260102
pi0 p,0.7,0.8,0.75,1.44,1.44,1.44,1.645,17.36199295050807,6.770641080023961,0.0443145536480476,0.0172813074067984,0.0038205650134366417,0.0014899023690779372,0.018374162003064347,0.007165355752855682
pi0 p,0.8,1.0,0.9,1.12,1.12,1.12,1.645,9.74327890717562,2.7567993661546777,0.007803487501902778,0.0022079476122969376,0.001408089039418288,0.00039840992014493677,0.003322753356371731,0.0009401521227097114
pi0 p,0.8,1.0,0.9,1.14,1.14,1.14,1.645,22.031518040727182,3.594907736802807,0.02001782840528593,0.003266331719635701,0.003358492278689858,0.0005480089866860648,0.008273032093974073,0.0013499200112523741
pi0 p,0.8,1.0,0.9,1.18,1.18,1.18,1.645,66.21986596994793,5.965504569981502,0.07504993052243952,0.006760972662064711,0.010859029265312122,0.0009782500728283078,0.029221920399248813,0.0026324955076844525
pi0 p,0.8,1.0,0.9,1.2,1.2,1.2,1.645,94.99861396871646,7.176519069512455,0.11874889273163428,0.008970696071973193,0.015933899071529603,0.001203701041113874,0.04488080318457987,0.003390448833445486
pi0 p,0.8,1.0,0.9,1.22,1.22,1.22,1.645,99.54141977766035,7.452123313101037,0.13629934449827727,0.010203988701032726,0.016942581017877097,0.0012683986552476378,0.05000461066398548,0.0037435725321576844
pi0 p,0.8,1.0,0.9,1.24,1.24,1.24,1.645,79.70262659498862,6.596334001732398,0.11883343346754437,0.009834870583472764,0.013668259630311182,0.0011312099688016665,0.04232083959848738,0.0035025494786255613
pi0 p,0.8,1.0,0.9,1.28,1.28,1.28,1.645,44.48307330242462,5.775219368608215,0.07744143450981153,0.01005419003928154,0.0075963245152152244,0.000986227731439436,0.02599190452958768,0.0033745184251491103
pi0 p,0.8,1.0,0.9,1.3,1.3,1.3,1.645,29.690249691281057,5.244415640217464,0.055487605318798615,0.009801199659751507,0.005015032123859839,0.0008858434395143253,0.018080708827578305,0.003193733739107476
pi0 p,0.8,1.0,0.9,1.34,1.34,1.34,1.645,16.548508948787525,5.568017879662738,0.03525040744172006,0.011860579071401742,0.002690424837530308,0.0009052376649531952,0.010828517317004413,0.0036434326632029126
pi0 p,0.8,1.0,0.9,1.36,1.36,1.36,1.645,14.940377934897372,8.014342700851007,0.033813002809786684,0.018138027929634832,0.002364282388185993,0.0012682523416124786,0.010086176801746786,0.005410443951472059
pi0 p,0.35,0.45,0.4,1.14,1.14,1.14,1.646,56.50626883016343,4.495555639357754,0.033417278610823206,0.0026586295365282043,0.06348068576969905,0.005050429993175019,0.12171932380087977,0.00968381037821702
pi0 p,0.35,0.45,0.4,1.16,1.16,1.16,1.646,103.45705687879753,6.022289517992177,0.06920380316743763,0.004028389662279918,0.12019017226822164,0.006996332937100251,0.23934972336262927,0.013932672875372474
pi0 p,0.35,0.45,0.4,1.26,1.26,1.26,1.646,146.1148774158571,7.593717809182323,0.15671957984039278,0.008144853457286669,0.17567744608967883,0.00913011032576813,0.42641723451975855,0.022161276149170225
pi0 p,0.35,0.45,0.4,1.32,1.32,1.32,1.646,56.90875711457075,4.471837333011364,0.07484303556229391,0.005881096293661123,0.0646808720177557,0.00508256291098428,0.17841204952940465,0.01401945331785133
pi0 p,0.35,0.45,0.4,1.38,1.38,1.38,1.646,29.887328081626052,3.7595406672926788,0.0463287075546455,0.00582770931008307,0.030780004178052413,0.003871830801695767,0.09739856873481148,0.012251810502918096
pi0 p,0.35,0.45,0.4,1.46,1.46,1.46,1.646,23.71875435763473,3.0772533968370044,0.04379909884541271,0.0056824622266498535,0.02025863992357522,0.0026283407458981053,0.07854067339037728,0.010189808045404702
pi0 p,0.35,0.45,0.4,1.5,1.5,1.5,1.646,30.771460218940522,3.590471262249495,0.061150974347360984,0.007135209525013411,0.02340733247119504,0.0027312111276414073,0.10160236902813312,0.011855153560357766
pi0 p,0.35,0.45,0.4,1.54,1.54,1.54,1.646,21.46285835450089,2.669728408596033,0.04557155248646491,0.0056685678248175626,0.014321087669230629,0.001781375712453583,0.07030049604143004,0.008744559010745204
pi0 p,0.35,0.45,0.4,1.56,1.56,1.56,1.646,18.369174988878342,2.5087978723552014,0.04022339540363376,0.0054935710977023185,0.011409998455644282,0.001558337805939995,0.05983558358372315,0.008172135377710983
pi0 p,0.45,0.6,0.525,1.14,1.14,1.14,1.646,46.95666282689631,3.7254361306742405,0.03191306870697758,0.002531911171795724,0.028202196730242064,0.002237498926415321,0.05722747711463001,0.004540299460720164
pi0 p,0.45,0.6,0.525,1.26,1.26,1.26,1.646,115.56532045241023,5.6503291488820775,0.14217548248822004,0.006951378404998042,0.07618374095010175,0.0037248476487243914,0.19736931544416564,0.00964996758355644
pi0 p,0.45,0.6,0.525,1.3,1.3,1.3,1.646,62.436684698271414,4.220667173588398,0.08876616839061854,0.006000518042590371,0.04019911128433881,0.002717425984822238,0.11372258433408458,0.007687550690976991
pi0 p,0.45,0.6,0.525,1.38,1.38,1.38,1.646,25.76644444924456,2.887923563358703,0.046499601034890724,0.0052117122243995435,0.014916719076626709,0.0016718777243111456,0.051033614734099335,0.005719888081737113
pi0 p,0.45,0.6,0.525,1.44,1.44,1.44,1.646,20.75464283941684,2.8599014199861412,0.04332866131593374,0.005970505056738392,0.010604045802768865,0.0014611923646954393,0.042529850543840404,0.005860432333295942
pi0 p,0.6,0.7,0.65,1.2,1.2,1.2,1.646,146.47197596960535,9.327160315626616,0.154786656320799,0.00985662921980025,0.05728240561326221,0.0036476751056496734,0.13963505166094278,0.008891793149514694
pi0 p,0.6,0.7,0.65,1.22,1.22,1.22,1.646,165.45004188023185,9.796343501508808,0.19187179208190086,0.011360782760303188,0.0655382559541193,0.0038805385633031296,0.16671672145388067,0.009871343955233631
pi0 p,0.6,0.7,0.65,1.26,1.26,1.26,1.646,94.5173345405571,7.157978647038732,0.129530629643505,0.00980960249918857,0.03763022498626227,0.0028498089609091623,0.10452640514074722,0.007915984720539688
pi0 p,0.6,0.7,0.65,1.44,1.44,1.44,1.646,16.63605885285777,3.81671645684826,0.03924858314870096,0.009004579422120237,0.005222025463180358,0.001198059630570335,0.023045993120778395,0.005287311254815426
pi0 p,0.7,0.8,0.75,1.28,1.28,1.28,1.646,55.175930005074285,6.043209258517477,0.08764772847791451,0.009599721548455046,0.015286347111578029,0.001674255320845604,0.04725029625435633,0.005175144809806734
pi0 p,0.7,0.8,0.75,1.32,1.32,1.32,1.646,31.13624939150475,5.080588473827856,0.05677753327796524,0.009264548132220201,0.008392141856580038,0.0013693691443421561,0.02863479574111819,0.004672419319471195
pi0 p,0.7,0.8,0.75,1.38,1.38,1.38,1.646,21.556641178395857,4.99748839017917,0.04708281881544905,0.010915236676246684,0.0053696453655389,0.0012448479404367462,0.021514752788890174,0.004987777381005452
pi0 p,0.8,1.0,0.9,1.1,1.1,1.1,1.646,7.982560738100606,5.960363498494355,0.0055606735305033855,0.004152005431046981,0.0010802050522142653,0.0008065600720551575,0.0024397082722251726,0.0018216645773002547
pi0 p,0.8,1.0,0.9,1.26,1.26,1.26,1.646,58.31749124273756,5.911078558979352,0.09417435058730904,0.009545540672272507,0.010029917118449192,0.0010166354341346645,0.03256161104041634,0.003300454748056395
pi0 p,0.45,0.6,0.525,1.12,1.12,1.12,1.647,25.820630639333675,3.0732722061725894,0.01535592068770952,0.0018277215963051396,0.014782917901298286,0.0017595205689121644,0.028820452319349932,0.003430322687295379
pi0 p,0.45,0.6,0.525,1.22,1.22,1.22,1.647,204.36452910683306,8.13392897693494,0.2127756111199923,0.008468699125224459,0.1349457244916922,0.00537098557931575,0.3208326929577196,0.012769487686547907
pi0 p,0.45,0.45,0.45,1.1125,1.1125,1.112,2.035,28.036163460054187,0.7797550154757159,0.014479750088088382,0.00040271764608979893,0.037748109259104365,0.0010498682375514672,0.04302084617431809,0.0011965160861695503
pi0 p,0.45,0.45,0.45,1.1625,1.1625,1.162,2.035,90.30477923454386,1.19434743759582,0.06464636069025737,0.0008549958916323797,0.13798348199530233,0.001824933514577466,0.17077355465672325,0.0022586064562944656
pi0 p,0.45,0.45,0.45,1.3125,1.3125,1.312,2.035,48.094120429425644,1.1015909097394483,0.06516703943496839,0.0014926443734746275,0.0784833327670214,0.0017976527103572904,0.12577373148600407,0.0028808344565175144
pi0 p,0.45,0.45,0.45,1.3625,1.3625,1.362,2.035,17.57066381774481,0.5348727794637241,0.027495003627853638,0.0008369819811214627,0.027456003447768013,0.0008357947673122202,0.048227400771026226,0.00146810184090248
pi0 p,0.45,0.45,0.45,1.4125,1.4125,1.412,2.035,8.060176926200196,0.3338744712638311,0.014247620996396699,0.0005901752493145279,0.011787846177855782,0.0004882846798533437,0.022785978333384114,0.0009438572549888436
pi0 p,0.45,0.45,0.45,1.4625,1.4625,1.462,2.035,0.8679403687778667,0.07136503882851994,0.0017029205259886926,0.00014001997583104668,0.001164826958216286,9.577607413129446e-05,0.00248999868372383,0.00020473624587496678
pi0 p,0.45,0.45,0.45,1.5125,1.5125,1.512,2.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi0 p,0.45,0.45,0.45,1.5625,1.5625,1.562,2.035,11.827248110749103,0.5476432390628106,0.02748881524823397,0.0012728289522277174,0.012692003127119244,0.0005876844416930616,0.03383174155763239,0.0015665287779765879
pi0 p,0.45,0.45,0.45,1.6125,1.6125,1.612,2.035,10.703607232710254,0.4402347057738989,0.026685679675542633,0.0010975703877135195,0.010023234340853678,0.0004122512649253155,0.030224255718912286,0.0012431104798939158
pi0 p,0.45,0.45,0.45,1.6625,1.6625,1.662,2.035,13.854982805823328,0.6261365217652226,0.036793234521451695,0.0016627655342936298,0.01113304626915055,0.0005031263456124496,0.03842278191392706,0.001736408291608873
pi0 p,0.45,0.45,0.45,1.7125,1.7125,1.712,2.035,10.0908710015541,0.5332156712152333,0.028386733788782474,0.0014999945305477244,0.00682925310056384,0.00036086724083134517,0.027385614171539233,0.0014470939763148066
pi0 p,0.45,0.45,0.45,1.7625,1.7625,1.762,2.035,5.066082047696443,0.2510669634808983,0.015033285888383466,0.0007450257227580601,0.002824326899423754,0.00013996914614483383,0.013425597366279006,0.0006653512382811665
pi0 p,0.55,0.55,0.55,1.1125,1.1125,1.112,2.035,22.894689471856896,0.6057866536020692,0.013165171558454525,0.0003483465120720181,0.019419941085629517,0.0005138458478711431,0.02289245927507294,0.0006057276432604663
pi0 p,0.55,0.55,0.55,1.1625,1.1625,1.162,2.035,72.54713410524269,0.9074533212872039,0.05749867635535197,0.0007192202072736532,0.07031904724820026,0.0008795833737906369,0.0901389579153815,0.001127500041821353
pi0 p,0.55,0.55,0.55,1.3125,1.3125,1.312,2.035,41.98015386893902,0.8941444151810046,0.06306093759876523,0.001343148606506973,0.04454399297995396,0.0009487521812624151,0.07432444941779445,0.0015830525911315239
pi0 p,0.55,0.55,0.55,1.3625,1.3625,1.362,2.035,15.237528617629813,0.45898876305056385,0.026542191798895068,0.0007995107401032503,0.015613245316799735,0.00047030619826836676,0.028620679044489762,0.0008621194684483509
pi0 p,0.55,0.55,0.55,1.4125,1.4125,1.412,2.035,7.111711254525517,0.3108316949658322,0.014064946710774528,0.0006147368852935572,0.006875440982679297,0.0003005050258366173,0.013906882473433196,0.0006078283687568343
pi0 p,0.55,0.55,0.55,1.4625,1.4625,1.462,2.035,0.7562190508309065,0.03974895858242709,0.001669639222364246,8.776084155038297e-05,0.0006759143724363351,3.5527923246205846e-05,0.0015166967018026573,7.972176093132838e-05
pi0 p,0.55,0.55,0.55,1.5125,1.5125,1.512,2.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi0 p,0.55,0.55,0.55,1.5625,1.5625,1.562,2.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
